Order_ID,Order_Date,Delivery_Date,Customer_Region,Product_Category,Vendor_Name,Courier,Delivery_Status,Delay_Days,Total_Delivery_Days
1691,2024-06-22,2024-07-05,West,Appliances,Vendor_B,DHL,Delayed,10,13
1692,2024-06-12,2024-06-18,West,Appliances,Vendor_D,DHL,Delayed,3,6
1693,2024-03-07,2024-03-10,Central,Appliances,Vendor_C,FedEx,Delivered,0,3
1694,2024-04-26,2024-05-06,Central,Furniture,Vendor_C,FedEx,Delayed,7,10
1695,2024-01-16,2024-01-19,West,Clothing,Vendor_C,Bluedart,Delivered,0,3
1696,2024-03-16,2024-03-21,North,Furniture,Vendor_A,Delhivery,Delayed,2,5
1697,2024-01-07,2024-01-12,Central,Electronics,Vendor_A,Delhivery,Delayed,2,5
1698,2024-03-01,2024-03-09,East,Electronics,Vendor_A,DHL,Delayed,5,8
1699,2024-02-12,2024-02-17,Central,Appliances,Vendor_B,FedEx,Delayed,2,5
1700,2024-06-09,2024-06-12,South,Toys,Vendor_A,DHL,Delivered,0,3
1701,2024-02-02,2024-02-12,East,Clothing,Vendor_D,Delhivery,Delayed,7,10
1702,2024-04-04,2024-04-09,East,Appliances,Vendor_C,Bluedart,Delayed,2,5
1703,2024-05-14,2024-05-20,Central,Clothing,Vendor_B,DHL,Delayed,3,6
1704,2024-02-14,2024-02-27,South,Furniture,Vendor_C,FedEx,Delayed,10,13
1705,2024-03-19,2024-03-29,Central,Clothing,Vendor_D,Delhivery,Delayed,7,10
1706,2024-01-05,2024-01-18,West,Furniture,Vendor_C,Delhivery,Delayed,10,13
1707,2024-03-14,2024-03-24,West,Toys,Vendor_D,FedEx,Delayed,7,10
1708,2024-05-01,2024-05-09,North,Clothing,Vendor_C,Bluedart,Delayed,5,8
1709,2024-05-17,2024-05-23,South,Appliances,Vendor_C,FedEx,Delayed,3,6
1710,2024-04-05,2024-04-13,North,Toys,Vendor_D,FedEx,Delayed,5,8
1711,2024-01-02,2024-01-07,North,Furniture,Vendor_A,DHL,Delayed,2,5
1712,2024-05-16,2024-05-22,North,Electronics,Vendor_A,Bluedart,Delayed,3,6
1713,2024-05-05,2024-05-18,West,Clothing,Vendor_B,Bluedart,Delayed,10,13
1714,2024-03-21,2024-03-26,North,Toys,Vendor_B,FedEx,Delayed,2,5
1715,2024-01-01,2024-01-04,Central,Electronics,Vendor_A,Bluedart,Delivered,0,3
1716,2024-02-04,2024-02-14,North,Appliances,Vendor_D,Delhivery,Delayed,7,10
1717,2024-01-04,2024-01-09,West,Toys,Vendor_B,Bluedart,Delayed,2,5
1718,2024-05-09,2024-05-19,Central,Electronics,Vendor_D,Bluedart,Delayed,7,10
1719,2024-06-01,2024-06-04,South,Clothing,Vendor_B,Bluedart,Delivered,0,3
1720,2024-04-16,2024-04-21,East,Electronics,Vendor_D,DHL,Delayed,2,5
1721,2024-06-09,2024-06-17,West,Electronics,Vendor_D,Delhivery,Delayed,5,8
1722,2024-04-05,2024-04-08,East,Toys,Vendor_A,Delhivery,Delivered,0,3
1723,2024-01-19,2024-01-24,North,Appliances,Vendor_D,FedEx,Delayed,2,5
1724,2024-03-05,2024-03-15,West,Furniture,Vendor_A,Bluedart,Delayed,7,10
1725,2024-03-17,2024-03-30,South,Furniture,Vendor_D,FedEx,Delayed,10,13
1726,2024-02-21,2024-02-24,East,Appliances,Vendor_C,Delhivery,Delivered,0,3
1727,2024-06-28,2024-07-01,East,Furniture,Vendor_D,FedEx,Delivered,0,3
1728,2024-06-16,2024-06-24,West,Appliances,Vendor_B,DHL,Delayed,5,8
1729,2024-02-23,2024-02-29,Central,Appliances,Vendor_C,Delhivery,Delayed,3,6
1730,2024-01-02,2024-01-05,South,Clothing,Vendor_A,FedEx,Delivered,0,3
1731,2024-04-22,2024-05-02,East,Clothing,Vendor_B,FedEx,Delayed,7,10
1732,2024-02-24,2024-03-03,West,Electronics,Vendor_A,DHL,Delayed,5,8
1733,2024-01-02,2024-01-05,West,Furniture,Vendor_A,Bluedart,Delivered,0,3
1734,2024-03-04,2024-03-14,West,Clothing,Vendor_B,Bluedart,Delayed,7,10
1735,2024-03-16,2024-03-26,East,Clothing,Vendor_B,Bluedart,Delayed,7,10
1736,2024-04-27,2024-05-10,South,Electronics,Vendor_A,FedEx,Delayed,10,13
1737,2024-02-02,2024-02-05,North,Furniture,Vendor_D,FedEx,Delivered,0,3
1738,2024-03-06,2024-03-19,West,Clothing,Vendor_B,Delhivery,Delayed,10,13
1739,2024-05-12,2024-05-18,Central,Appliances,Vendor_B,FedEx,Delayed,3,6
1740,2024-04-14,2024-04-22,North,Appliances,Vendor_A,Bluedart,Delayed,5,8
1741,2024-05-10,2024-05-13,North,Toys,Vendor_B,FedEx,Delivered,0,3
1742,2024-05-18,2024-05-24,North,Clothing,Vendor_C,DHL,Delayed,3,6
1743,2024-04-23,2024-04-29,North,Clothing,Vendor_C,FedEx,Delayed,3,6
1744,2024-05-19,2024-05-23,Central,Appliances,Vendor_C,Delhivery,Delayed,1,4
1745,2024-05-02,2024-05-15,North,Appliances,Vendor_D,DHL,Delayed,10,13
1746,2024-06-01,2024-06-04,East,Toys,Vendor_C,Bluedart,Delivered,0,3
1747,2024-03-25,2024-03-28,South,Clothing,Vendor_C,FedEx,Delivered,0,3
1748,2024-02-16,2024-02-19,Central,Appliances,Vendor_A,DHL,Delivered,0,3
1749,2024-01-14,2024-01-17,Central,Toys,Vendor_B,DHL,Delivered,0,3
1750,2024-06-02,2024-06-05,North,Toys,Vendor_B,DHL,Delivered,0,3
1751,2024-04-16,2024-04-21,South,Electronics,Vendor_A,FedEx,Delayed,2,5
1752,2024-02-18,2024-02-26,North,Appliances,Vendor_D,FedEx,Delayed,5,8
1753,2024-04-25,2024-05-03,South,Toys,Vendor_D,Bluedart,Delayed,5,8
1754,2024-01-15,2024-01-18,Central,Furniture,Vendor_C,Bluedart,Delivered,0,3
1755,2024-03-14,2024-03-17,South,Clothing,Vendor_A,FedEx,Delivered,0,3
1756,2024-02-14,2024-02-27,Central,Electronics,Vendor_A,Bluedart,Delayed,10,13
1757,2024-01-03,2024-01-06,South,Toys,Vendor_B,DHL,Delivered,0,3
1758,2024-01-11,2024-01-17,Central,Clothing,Vendor_C,Bluedart,Delayed,3,6
1759,2024-05-13,2024-05-23,North,Electronics,Vendor_A,DHL,Delayed,7,10
1760,2024-05-07,2024-05-17,East,Clothing,Vendor_D,DHL,Delayed,7,10
1761,2024-03-25,2024-04-07,East,Clothing,Vendor_C,DHL,Delayed,10,13
1762,2024-06-18,2024-07-01,North,Electronics,Vendor_C,Delhivery,Delayed,10,13
1763,2024-06-20,2024-06-30,East,Electronics,Vendor_B,Bluedart,Delayed,7,10
1764,2024-05-08,2024-05-13,Central,Clothing,Vendor_A,DHL,Delayed,2,5
1765,2024-06-27,2024-06-30,North,Clothing,Vendor_D,Delhivery,Delivered,0,3
1766,2024-01-01,2024-01-11,North,Furniture,Vendor_C,Delhivery,Delayed,7,10
1767,2024-03-27,2024-03-30,North,Furniture,Vendor_D,Delhivery,Delivered,0,3
1768,2024-01-28,2024-02-05,West,Toys,Vendor_A,Bluedart,Delayed,5,8
1769,2024-02-13,2024-02-16,West,Appliances,Vendor_A,DHL,Delivered,0,3
1770,2024-01-18,2024-01-24,North,Appliances,Vendor_C,DHL,Delayed,3,6
1771,2024-05-07,2024-05-10,East,Appliances,Vendor_D,Delhivery,Delivered,0,3
1772,2024-06-24,2024-06-27,North,Appliances,Vendor_D,DHL,Delivered,0,3
1773,2024-05-15,2024-05-23,Central,Appliances,Vendor_C,Bluedart,Delayed,5,8
1774,2024-04-15,2024-04-19,South,Electronics,Vendor_C,DHL,Delayed,1,4
1775,2024-01-08,2024-01-21,East,Furniture,Vendor_D,FedEx,Delayed,10,13
1776,2024-05-09,2024-05-15,East,Furniture,Vendor_A,FedEx,Delayed,3,6
1777,2024-03-19,2024-03-25,East,Clothing,Vendor_D,Delhivery,Delayed,3,6
1778,2024-01-15,2024-01-18,West,Electronics,Vendor_C,Delhivery,Delivered,0,3
1779,2024-06-28,2024-07-11,South,Toys,Vendor_A,FedEx,Delayed,10,13
1780,2024-03-20,2024-04-02,East,Electronics,Vendor_D,Bluedart,Delayed,10,13
1781,2024-03-25,2024-03-30,East,Toys,Vendor_B,Bluedart,Delayed,2,5
1782,2024-06-06,2024-06-09,Central,Electronics,Vendor_B,FedEx,Delivered,0,3
1783,2024-06-02,2024-06-05,Central,Toys,Vendor_C,FedEx,Delivered,0,3
1784,2024-05-23,2024-05-27,North,Furniture,Vendor_C,FedEx,Delayed,1,4
1785,2024-06-28,2024-07-04,Central,Electronics,Vendor_B,DHL,Delayed,3,6
1786,2024-01-03,2024-01-16,West,Electronics,Vendor_A,Bluedart,Delayed,10,13
1787,2024-02-11,2024-02-17,West,Electronics,Vendor_D,DHL,Delayed,3,6
1788,2024-02-01,2024-02-07,Central,Furniture,Vendor_C,Delhivery,Delayed,3,6
1789,2024-06-12,2024-06-22,East,Appliances,Vendor_A,Bluedart,Delayed,7,10
1790,2024-03-02,2024-03-07,South,Appliances,Vendor_A,FedEx,Delayed,2,5
1791,2024-05-07,2024-05-13,Central,Appliances,Vendor_C,Bluedart,Delayed,3,6
1792,2024-04-27,2024-04-30,South,Toys,Vendor_A,FedEx,Delivered,0,3
1793,2024-02-19,2024-03-03,Central,Appliances,Vendor_D,FedEx,Delayed,10,13
1794,2024-05-26,2024-05-29,Central,Toys,Vendor_D,DHL,Delivered,0,3
1795,2024-03-07,2024-03-12,South,Furniture,Vendor_B,DHL,Delayed,2,5
1796,2024-02-15,2024-02-21,North,Clothing,Vendor_D,Delhivery,Delayed,3,6
1797,2024-03-03,2024-03-09,Central,Appliances,Vendor_A,DHL,Delayed,3,6
1798,2024-06-16,2024-06-20,West,Toys,Vendor_B,Bluedart,Delayed,1,4
1799,2024-05-08,2024-05-16,Central,Clothing,Vendor_C,DHL,Delayed,5,8
1800,2024-03-11,2024-03-14,North,Toys,Vendor_D,Bluedart,Delivered,0,3
1801,2024-05-16,2024-05-20,South,Toys,Vendor_A,Bluedart,Delayed,1,4
1802,2024-01-14,2024-01-19,Central,Toys,Vendor_A,Bluedart,Delayed,2,5
1803,2024-01-27,2024-02-04,North,Clothing,Vendor_A,Bluedart,Delayed,5,8
1804,2024-05-28,2024-06-10,West,Toys,Vendor_C,Bluedart,Delayed,10,13
1805,2024-04-23,2024-05-06,South,Furniture,Vendor_A,DHL,Delayed,10,13
1806,2024-03-19,2024-03-22,North,Electronics,Vendor_C,Delhivery,Delivered,0,3
1807,2024-04-21,2024-05-01,West,Furniture,Vendor_D,Bluedart,Delayed,7,10
1808,2024-06-06,2024-06-19,North,Clothing,Vendor_A,DHL,Delayed,10,13
1809,2024-06-21,2024-07-01,West,Furniture,Vendor_D,Bluedart,Delayed,7,10
1810,2024-05-24,2024-05-29,North,Clothing,Vendor_C,Delhivery,Delayed,2,5
1811,2024-03-02,2024-03-15,Central,Appliances,Vendor_D,DHL,Delayed,10,13
1812,2024-03-13,2024-03-19,South,Clothing,Vendor_A,Bluedart,Delayed,3,6
1813,2024-04-17,2024-04-22,Central,Appliances,Vendor_C,FedEx,Delayed,2,5
1814,2024-03-10,2024-03-13,North,Furniture,Vendor_C,Delhivery,Delivered,0,3
1815,2024-04-08,2024-04-11,East,Furniture,Vendor_A,Bluedart,Delivered,0,3
1816,2024-06-09,2024-06-12,North,Clothing,Vendor_B,FedEx,Delivered,0,3
1817,2024-05-02,2024-05-15,Central,Clothing,Vendor_A,Delhivery,Delayed,10,13
1818,2024-01-12,2024-01-16,East,Appliances,Vendor_D,Delhivery,Delayed,1,4
1819,2024-05-05,2024-05-15,East,Electronics,Vendor_A,Delhivery,Delayed,7,10
1820,2024-04-16,2024-04-21,North,Clothing,Vendor_C,FedEx,Delayed,2,5
1821,2024-03-26,2024-03-29,South,Electronics,Vendor_C,Bluedart,Delivered,0,3
1822,2024-05-11,2024-05-16,West,Appliances,Vendor_A,DHL,Delayed,2,5
1823,2024-01-14,2024-01-17,Central,Furniture,Vendor_B,FedEx,Delivered,0,3
1824,2024-06-21,2024-06-24,South,Clothing,Vendor_D,Bluedart,Delivered,0,3
1825,2024-06-07,2024-06-12,West,Clothing,Vendor_D,Bluedart,Delayed,2,5
1826,2024-06-16,2024-06-21,South,Clothing,Vendor_A,Bluedart,Delayed,2,5
1827,2024-01-14,2024-01-17,West,Appliances,Vendor_B,Bluedart,Delivered,0,3
1828,2024-01-14,2024-01-19,Central,Toys,Vendor_B,DHL,Delayed,2,5
1829,2024-04-17,2024-04-20,East,Clothing,Vendor_C,Delhivery,Delivered,0,3
1830,2024-04-26,2024-05-04,Central,Furniture,Vendor_D,DHL,Delayed,5,8
1831,2024-01-08,2024-01-11,East,Toys,Vendor_D,DHL,Delivered,0,3
1832,2024-02-22,2024-03-01,North,Clothing,Vendor_D,DHL,Delayed,5,8
1833,2024-06-04,2024-06-10,West,Clothing,Vendor_D,Delhivery,Delayed,3,6
1834,2024-05-14,2024-05-18,North,Furniture,Vendor_C,Bluedart,Delayed,1,4
1835,2024-04-02,2024-04-15,East,Furniture,Vendor_C,Delhivery,Delayed,10,13
1836,2024-04-26,2024-05-06,West,Toys,Vendor_C,FedEx,Delayed,7,10
1837,2024-03-16,2024-03-20,East,Electronics,Vendor_C,Delhivery,Delayed,1,4
1838,2024-04-08,2024-04-11,Central,Clothing,Vendor_A,DHL,Delivered,0,3
1839,2024-02-20,2024-03-04,North,Electronics,Vendor_D,FedEx,Delayed,10,13
1840,2024-06-11,2024-06-17,Central,Electronics,Vendor_A,Bluedart,Delayed,3,6
1841,2024-03-18,2024-03-22,South,Appliances,Vendor_D,Bluedart,Delayed,1,4
1842,2024-03-26,2024-03-29,East,Furniture,Vendor_D,Bluedart,Delivered,0,3
1843,2024-05-24,2024-05-28,North,Electronics,Vendor_A,FedEx,Delayed,1,4
1844,2024-05-13,2024-05-23,North,Clothing,Vendor_C,DHL,Delayed,7,10
1845,2024-01-08,2024-01-12,North,Furniture,Vendor_A,Delhivery,Delayed,1,4
1846,2024-06-13,2024-06-16,East,Electronics,Vendor_A,FedEx,Delivered,0,3
1847,2024-05-24,2024-06-01,North,Electronics,Vendor_B,FedEx,Delayed,5,8
1848,2024-06-19,2024-06-27,South,Appliances,Vendor_C,DHL,Delayed,5,8
1849,2024-04-17,2024-04-20,East,Furniture,Vendor_D,Bluedart,Delivered,0,3
1850,2024-01-09,2024-01-19,West,Furniture,Vendor_D,FedEx,Delayed,7,10
1851,2024-02-14,2024-02-27,East,Toys,Vendor_C,Bluedart,Delayed,10,13
1852,2024-04-01,2024-04-11,West,Furniture,Vendor_A,Delhivery,Delayed,7,10
1853,2024-02-19,2024-02-22,West,Clothing,Vendor_D,DHL,Delivered,0,3
1854,2024-04-19,2024-04-22,East,Furniture,Vendor_B,FedEx,Delivered,0,3
1855,2024-01-18,2024-01-21,South,Toys,Vendor_B,FedEx,Delivered,0,3
1856,2024-02-13,2024-02-23,Central,Appliances,Vendor_B,FedEx,Delayed,7,10
1857,2024-04-09,2024-04-17,East,Furniture,Vendor_B,FedEx,Delayed,5,8
1858,2024-03-23,2024-03-31,North,Furniture,Vendor_B,Delhivery,Delayed,5,8
1859,2024-05-16,2024-05-22,South,Furniture,Vendor_D,Delhivery,Delayed,3,6
1860,2024-05-18,2024-05-21,North,Toys,Vendor_A,Delhivery,Delivered,0,3
1861,2024-02-25,2024-02-28,South,Appliances,Vendor_A,Bluedart,Delivered,0,3
1862,2024-02-15,2024-02-18,North,Toys,Vendor_D,Bluedart,Delivered,0,3
1863,2024-06-26,2024-07-09,West,Clothing,Vendor_D,Delhivery,Delayed,10,13
1864,2024-01-10,2024-01-13,West,Furniture,Vendor_C,DHL,Delivered,0,3
1865,2024-05-12,2024-05-15,South,Furniture,Vendor_B,DHL,Delivered,0,3
1866,2024-05-20,2024-05-25,West,Toys,Vendor_B,DHL,Delayed,2,5
1867,2024-06-24,2024-06-27,South,Appliances,Vendor_D,FedEx,Delivered,0,3
1868,2024-03-14,2024-03-17,South,Toys,Vendor_A,FedEx,Delivered,0,3
1869,2024-03-23,2024-03-27,South,Electronics,Vendor_D,DHL,Delayed,1,4
1870,2024-01-02,2024-01-12,Central,Clothing,Vendor_A,DHL,Delayed,7,10
1871,2024-06-18,2024-06-22,East,Electronics,Vendor_B,DHL,Delayed,1,4
1872,2024-03-27,2024-04-04,Central,Furniture,Vendor_C,Delhivery,Delayed,5,8
1873,2024-03-18,2024-03-31,South,Electronics,Vendor_B,FedEx,Delayed,10,13
1874,2024-06-07,2024-06-12,South,Furniture,Vendor_A,Bluedart,Delayed,2,5
1875,2024-05-19,2024-05-27,East,Appliances,Vendor_C,Delhivery,Delayed,5,8
1876,2024-02-06,2024-02-09,South,Clothing,Vendor_A,Bluedart,Delivered,0,3
1877,2024-02-06,2024-02-16,North,Furniture,Vendor_A,FedEx,Delayed,7,10
1878,2024-02-17,2024-02-27,West,Toys,Vendor_C,DHL,Delayed,7,10
1879,2024-05-25,2024-05-28,South,Appliances,Vendor_D,Delhivery,Delivered,0,3
1880,2024-04-23,2024-05-03,East,Furniture,Vendor_C,FedEx,Delayed,7,10
1881,2024-05-27,2024-05-31,South,Furniture,Vendor_B,Delhivery,Delayed,1,4
1882,2024-05-15,2024-05-25,East,Electronics,Vendor_D,DHL,Delayed,7,10
1883,2024-02-01,2024-02-07,West,Furniture,Vendor_D,Bluedart,Delayed,3,6
1884,2024-05-18,2024-05-22,West,Furniture,Vendor_B,FedEx,Delayed,1,4
1885,2024-02-15,2024-02-21,Central,Clothing,Vendor_A,DHL,Delayed,3,6
1886,2024-03-04,2024-03-10,East,Appliances,Vendor_A,DHL,Delayed,3,6
1887,2024-01-21,2024-01-26,West,Toys,Vendor_A,DHL,Delayed,2,5
1888,2024-03-21,2024-03-24,Central,Electronics,Vendor_D,Delhivery,Delivered,0,3
1889,2024-04-06,2024-04-16,Central,Electronics,Vendor_A,DHL,Delayed,7,10
1890,2024-01-20,2024-01-23,South,Clothing,Vendor_A,Delhivery,Delivered,0,3
1891,2024-01-02,2024-01-12,North,Furniture,Vendor_A,DHL,Delayed,7,10
1892,2024-02-21,2024-02-24,East,Furniture,Vendor_B,DHL,Delivered,0,3
1893,2024-05-01,2024-05-09,West,Electronics,Vendor_A,Bluedart,Delayed,5,8
1894,2024-05-05,2024-05-10,North,Clothing,Vendor_D,FedEx,Delayed,2,5
1895,2024-03-20,2024-03-24,Central,Toys,Vendor_B,FedEx,Delayed,1,4
1896,2024-03-09,2024-03-22,East,Electronics,Vendor_C,Delhivery,Delayed,10,13
1897,2024-05-27,2024-05-30,Central,Toys,Vendor_A,FedEx,Delivered,0,3
1898,2024-01-06,2024-01-09,South,Furniture,Vendor_A,Bluedart,Delivered,0,3
1899,2024-01-07,2024-01-13,West,Electronics,Vendor_B,DHL,Delayed,3,6
1900,2024-06-21,2024-06-25,South,Furniture,Vendor_A,Delhivery,Delayed,1,4
1901,2024-06-10,2024-06-13,East,Clothing,Vendor_C,Delhivery,Delivered,0,3
1902,2024-02-27,2024-03-02,East,Clothing,Vendor_B,DHL,Delayed,1,4
1903,2024-03-23,2024-04-02,East,Electronics,Vendor_D,DHL,Delayed,7,10
1904,2024-05-12,2024-05-18,Central,Toys,Vendor_B,FedEx,Delayed,3,6
1905,2024-05-13,2024-05-16,Central,Appliances,Vendor_B,Delhivery,Delivered,0,3
1906,2024-03-21,2024-03-26,South,Furniture,Vendor_C,FedEx,Delayed,2,5
1907,2024-05-25,2024-05-29,East,Clothing,Vendor_D,DHL,Delayed,1,4
1908,2024-01-04,2024-01-17,South,Toys,Vendor_B,Delhivery,Delayed,10,13
1909,2024-05-11,2024-05-17,Central,Toys,Vendor_A,DHL,Delayed,3,6
1910,2024-06-04,2024-06-10,North,Clothing,Vendor_D,Delhivery,Delayed,3,6
1911,2024-03-11,2024-03-14,South,Furniture,Vendor_C,Bluedart,Delivered,0,3
1912,2024-04-18,2024-04-21,North,Toys,Vendor_D,Delhivery,Delivered,0,3
1913,2024-06-13,2024-06-23,South,Furniture,Vendor_C,DHL,Delayed,7,10
1914,2024-04-22,2024-04-30,East,Electronics,Vendor_B,FedEx,Delayed,5,8
1915,2024-04-14,2024-04-19,Central,Toys,Vendor_A,Bluedart,Delayed,2,5
1916,2024-05-06,2024-05-11,Central,Appliances,Vendor_B,Bluedart,Delayed,2,5
1917,2024-02-22,2024-02-28,North,Electronics,Vendor_C,Bluedart,Delayed,3,6
1918,2024-03-15,2024-03-23,South,Toys,Vendor_A,Bluedart,Delayed,5,8
1919,2024-02-06,2024-02-11,East,Electronics,Vendor_B,Bluedart,Delayed,2,5
1920,2024-02-14,2024-02-17,South,Clothing,Vendor_C,FedEx,Delivered,0,3
1921,2024-04-06,2024-04-12,North,Toys,Vendor_D,Bluedart,Delayed,3,6
1922,2024-04-22,2024-04-30,West,Clothing,Vendor_A,Delhivery,Delayed,5,8
1923,2024-02-11,2024-02-14,West,Furniture,Vendor_C,Delhivery,Delivered,0,3
1924,2024-05-13,2024-05-26,North,Furniture,Vendor_D,FedEx,Delayed,10,13
1925,2024-02-20,2024-02-23,South,Furniture,Vendor_C,DHL,Delivered,0,3
1926,2024-05-27,2024-05-30,Central,Appliances,Vendor_D,FedEx,Delivered,0,3
1927,2024-06-08,2024-06-11,West,Clothing,Vendor_A,Bluedart,Delivered,0,3
1928,2024-03-14,2024-03-17,East,Toys,Vendor_B,Delhivery,Delivered,0,3
1929,2024-02-10,2024-02-15,West,Toys,Vendor_A,DHL,Delayed,2,5
1930,2024-04-06,2024-04-09,West,Appliances,Vendor_A,Delhivery,Delivered,0,3
1931,2024-01-12,2024-01-15,West,Electronics,Vendor_B,DHL,Delivered,0,3
1932,2024-02-19,2024-03-03,West,Toys,Vendor_A,Delhivery,Delayed,10,13
1933,2024-06-22,2024-06-30,West,Electronics,Vendor_C,Delhivery,Delayed,5,8
1934,2024-03-24,2024-03-27,Central,Toys,Vendor_C,Delhivery,Delivered,0,3
1935,2024-06-11,2024-06-24,East,Electronics,Vendor_B,Delhivery,Delayed,10,13
1936,2024-05-25,2024-06-02,North,Clothing,Vendor_A,DHL,Delayed,5,8
1937,2024-06-19,2024-06-24,South,Appliances,Vendor_D,Delhivery,Delayed,2,5
1938,2024-01-15,2024-01-20,North,Electronics,Vendor_D,Delhivery,Delayed,2,5
1939,2024-03-02,2024-03-08,East,Toys,Vendor_C,DHL,Delayed,3,6
1940,2024-01-18,2024-01-23,South,Furniture,Vendor_C,Delhivery,Delayed,2,5
1941,2024-01-15,2024-01-21,East,Electronics,Vendor_A,DHL,Delayed,3,6
1942,2024-06-02,2024-06-15,West,Clothing,Vendor_B,FedEx,Delayed,10,13
1943,2024-05-04,2024-05-07,South,Toys,Vendor_D,DHL,Delivered,0,3
1944,2024-03-15,2024-03-19,Central,Appliances,Vendor_D,FedEx,Delayed,1,4
1945,2024-01-11,2024-01-17,North,Clothing,Vendor_A,Delhivery,Delayed,3,6
1946,2024-05-24,2024-05-27,East,Furniture,Vendor_D,Delhivery,Delivered,0,3
1947,2024-01-06,2024-01-11,North,Toys,Vendor_A,Bluedart,Delayed,2,5
1948,2024-05-09,2024-05-14,Central,Appliances,Vendor_B,FedEx,Delayed,2,5
1949,2024-03-19,2024-03-29,South,Toys,Vendor_C,Bluedart,Delayed,7,10
1950,2024-03-17,2024-03-20,Central,Toys,Vendor_B,DHL,Delivered,0,3
1951,2024-03-01,2024-03-09,South,Electronics,Vendor_D,Bluedart,Delayed,5,8
1952,2024-03-09,2024-03-19,Central,Furniture,Vendor_A,Bluedart,Delayed,7,10
1953,2024-02-01,2024-02-07,South,Electronics,Vendor_C,Delhivery,Delayed,3,6
1954,2024-05-14,2024-05-20,Central,Toys,Vendor_D,FedEx,Delayed,3,6
1955,2024-03-11,2024-03-17,East,Toys,Vendor_B,Delhivery,Delayed,3,6
1956,2024-06-16,2024-06-20,Central,Clothing,Vendor_D,DHL,Delayed,1,4
1957,2024-04-02,2024-04-05,West,Appliances,Vendor_C,FedEx,Delivered,0,3
1958,2024-02-24,2024-03-08,East,Furniture,Vendor_C,DHL,Delayed,10,13
1959,2024-04-22,2024-05-02,North,Clothing,Vendor_B,DHL,Delayed,7,10
1960,2024-05-14,2024-05-22,North,Furniture,Vendor_D,Bluedart,Delayed,5,8
1961,2024-04-18,2024-04-21,West,Appliances,Vendor_A,FedEx,Delivered,0,3
1962,2024-04-07,2024-04-11,North,Appliances,Vendor_C,Bluedart,Delayed,1,4
1963,2024-02-25,2024-03-04,Central,Toys,Vendor_C,Bluedart,Delayed,5,8
1964,2024-04-20,2024-04-25,East,Furniture,Vendor_A,DHL,Delayed,2,5
1965,2024-05-18,2024-05-31,West,Clothing,Vendor_D,Delhivery,Delayed,10,13
1966,2024-04-10,2024-04-20,South,Clothing,Vendor_D,DHL,Delayed,7,10
1967,2024-01-18,2024-01-24,West,Clothing,Vendor_A,Delhivery,Delayed,3,6
1968,2024-05-21,2024-05-29,West,Toys,Vendor_B,FedEx,Delayed,5,8
1969,2024-05-08,2024-05-11,Central,Appliances,Vendor_A,Delhivery,Delivered,0,3
1970,2024-01-11,2024-01-15,South,Appliances,Vendor_D,FedEx,Delayed,1,4
1971,2024-03-01,2024-03-09,Central,Appliances,Vendor_B,Bluedart,Delayed,5,8
1972,2024-04-12,2024-04-16,South,Toys,Vendor_B,DHL,Delayed,1,4
1973,2024-02-10,2024-02-13,North,Clothing,Vendor_D,Delhivery,Delivered,0,3
1974,2024-02-22,2024-03-03,South,Clothing,Vendor_D,FedEx,Delayed,7,10
1975,2024-05-27,2024-06-02,South,Clothing,Vendor_D,FedEx,Delayed,3,6
1976,2024-01-24,2024-01-27,West,Appliances,Vendor_D,Delhivery,Delivered,0,3
1977,2024-01-26,2024-02-03,East,Appliances,Vendor_A,FedEx,Delayed,5,8
1978,2024-04-16,2024-04-19,East,Toys,Vendor_A,DHL,Delivered,0,3
1979,2024-04-23,2024-05-06,West,Toys,Vendor_A,FedEx,Delayed,10,13
1980,2024-02-28,2024-03-04,Central,Electronics,Vendor_B,DHL,Delayed,2,5
1981,2024-04-22,2024-04-28,South,Clothing,Vendor_D,Bluedart,Delayed,3,6
1982,2024-03-04,2024-03-10,North,Toys,Vendor_D,Bluedart,Delayed,3,6
1983,2024-03-11,2024-03-16,West,Furniture,Vendor_D,DHL,Delayed,2,5
1984,2024-05-09,2024-05-12,South,Clothing,Vendor_C,FedEx,Delivered,0,3
1985,2024-02-12,2024-02-18,East,Furniture,Vendor_B,DHL,Delayed,3,6
1986,2024-04-23,2024-05-03,East,Clothing,Vendor_B,Bluedart,Delayed,7,10
1987,2024-05-10,2024-05-18,East,Clothing,Vendor_A,Bluedart,Delayed,5,8
1988,2024-05-10,2024-05-13,Central,Electronics,Vendor_C,DHL,Delivered,0,3
1989,2024-06-17,2024-06-30,West,Toys,Vendor_B,DHL,Delayed,10,13
1990,2024-06-05,2024-06-18,East,Appliances,Vendor_C,Delhivery,Delayed,10,13
1991,2024-04-21,2024-04-24,Central,Toys,Vendor_B,Delhivery,Delivered,0,3
1992,2024-04-01,2024-04-04,East,Clothing,Vendor_C,Bluedart,Delivered,0,3
1993,2024-02-05,2024-02-10,Central,Electronics,Vendor_B,DHL,Delayed,2,5
1994,2024-04-15,2024-04-18,Central,Clothing,Vendor_B,DHL,Delivered,0,3
1995,2024-06-02,2024-06-10,North,Furniture,Vendor_A,DHL,Delayed,5,8
1996,2024-05-18,2024-05-31,North,Electronics,Vendor_D,Bluedart,Delayed,10,13
1997,2024-02-09,2024-02-12,South,Clothing,Vendor_D,Bluedart,Delivered,0,3
