Order_ID,Order_Date,Delivery_Date,Customer_Region,Product_Category,Vendor_Name,Courier,Delivery_Status,Delay_Days
1348,2024-02-17,2024-02-20,West,Electronics,Vendor_A,Delhivery,Delivered,0
1349,2024-04-11,2024-04-19,South,Toys,Vendor_A,FedEx,Delayed,5
1350,2024-03-04,2024-03-07,East,Toys,Vendor_D,Delhivery,Delivered,0
1351,2024-01-03,2024-01-16,South,Toys,Vendor_B,Delhivery,Delayed,10
1352,2024-03-27,2024-03-30,South,Electronics,Vendor_A,Bluedart,Delivered,0
1353,2024-03-04,2024-03-17,West,Clothing,Vendor_A,FedEx,Delayed,10
1354,2024-06-09,2024-06-12,West,Furniture,Vendor_B,Bluedart,Delivered,0
1355,2024-06-02,2024-06-15,South,Toys,Vendor_A,FedEx,Delayed,10
1356,2024-04-23,2024-04-28,West,Electronics,Vendor_A,FedEx,Delayed,2
1357,2024-04-25,2024-04-29,South,Furniture,Vendor_B,Bluedart,Delayed,1
1358,2024-01-01,2024-01-09,North,Electronics,Vendor_C,Bluedart,Delayed,5
1359,2024-06-22,2024-06-25,South,Electronics,Vendor_B,Bluedart,Delivered,0
1360,2024-01-14,2024-01-27,North,Furniture,Vendor_C,Bluedart,Delayed,10
1361,2024-05-07,2024-05-20,West,Toys,Vendor_A,Bluedart,Delayed,10
1362,2024-02-04,2024-02-10,East,Clothing,Vendor_A,Delhivery,Delayed,3
1363,2024-06-11,2024-06-14,West,Clothing,Vendor_D,Bluedart,Delivered,0
1364,2024-01-22,2024-01-27,Central,Furniture,Vendor_A,FedEx,Delayed,2
1365,2024-02-14,2024-02-19,Central,Toys,Vendor_A,Bluedart,Delayed,2
1366,2024-03-04,2024-03-10,West,Clothing,Vendor_C,Bluedart,Delayed,3
1367,2024-06-25,2024-07-01,West,Electronics,Vendor_C,FedEx,Delayed,3
1368,2024-05-19,2024-05-29,West,Appliances,Vendor_B,FedEx,Delayed,7
1369,2024-02-01,2024-02-04,East,Clothing,Vendor_D,Bluedart,Delivered,0
1370,2024-05-03,2024-05-06,South,Furniture,Vendor_D,DHL,Delivered,0
1371,2024-02-05,2024-02-13,South,Electronics,Vendor_B,Delhivery,Delayed,5
1372,2024-06-11,2024-06-14,East,Furniture,Vendor_A,Delhivery,Delivered,0
1373,2024-06-27,2024-07-02,North,Clothing,Vendor_C,DHL,Delayed,2
1374,2024-02-07,2024-02-20,North,Clothing,Vendor_B,Delhivery,Delayed,10
1375,2024-05-11,2024-05-14,West,Electronics,Vendor_A,Delhivery,Delivered,0
1376,2024-01-07,2024-01-10,South,Clothing,Vendor_B,FedEx,Delivered,0
1377,2024-02-19,2024-03-03,South,Clothing,Vendor_A,Delhivery,Delayed,10
1378,2024-06-15,2024-06-20,South,Clothing,Vendor_B,Delhivery,Delayed,2
1379,2024-02-20,2024-02-24,East,Furniture,Vendor_D,Bluedart,Delayed,1
1380,2024-03-28,2024-04-07,North,Furniture,Vendor_D,Delhivery,Delayed,7
1381,2024-02-16,2024-02-26,West,Appliances,Vendor_D,Bluedart,Delayed,7
1382,2024-04-01,2024-04-09,West,Electronics,Vendor_C,Bluedart,Delayed,5
1383,2024-05-24,2024-05-27,East,Toys,Vendor_D,DHL,Delivered,0
1384,2024-04-10,2024-04-18,Central,Appliances,Vendor_D,FedEx,Delayed,5
1385,2024-03-05,2024-03-15,South,Clothing,Vendor_B,FedEx,Delayed,7
1386,2024-01-28,2024-02-10,East,Toys,Vendor_D,Delhivery,Delayed,10
1387,2024-04-24,2024-04-30,West,Toys,Vendor_C,FedEx,Delayed,3
1388,2024-04-02,2024-04-05,West,Appliances,Vendor_B,Bluedart,Delivered,0
1389,2024-04-09,2024-04-15,Central,Toys,Vendor_C,FedEx,Delayed,3
1390,2024-06-13,2024-06-21,South,Clothing,Vendor_D,FedEx,Delayed,5
1391,2024-03-21,2024-03-24,South,Furniture,Vendor_D,Bluedart,Delivered,0
1392,2024-03-08,2024-03-11,North,Electronics,Vendor_A,Delhivery,Delivered,0
1393,2024-04-23,2024-04-26,Central,Clothing,Vendor_D,Bluedart,Delivered,0
1394,2024-04-09,2024-04-14,Central,Appliances,Vendor_D,DHL,Delayed,2
1395,2024-06-14,2024-06-17,North,Appliances,Vendor_C,Bluedart,Delivered,0
1396,2024-03-24,2024-03-28,West,Furniture,Vendor_A,Bluedart,Delayed,1
1397,2024-04-01,2024-04-04,North,Toys,Vendor_D,DHL,Delivered,0
1398,2024-06-14,2024-06-17,South,Furniture,Vendor_B,Bluedart,Delivered,0
1399,2024-02-16,2024-02-19,Central,Electronics,Vendor_D,Bluedart,Delivered,0
1400,2024-02-07,2024-02-10,South,Clothing,Vendor_C,Delhivery,Delivered,0
1401,2024-04-21,2024-04-24,South,Electronics,Vendor_C,FedEx,Delivered,0
1402,2024-04-04,2024-04-09,North,Furniture,Vendor_A,Bluedart,Delayed,2
1403,2024-04-16,2024-04-19,North,Electronics,Vendor_C,FedEx,Delivered,0
1404,2024-06-19,2024-06-22,North,Clothing,Vendor_A,Delhivery,Delivered,0
1405,2024-05-17,2024-05-22,West,Toys,Vendor_C,Delhivery,Delayed,2
1406,2024-03-12,2024-03-18,East,Clothing,Vendor_C,Delhivery,Delayed,3
1407,2024-04-20,2024-04-23,East,Furniture,Vendor_A,FedEx,Delivered,0
1408,2024-04-28,2024-05-06,South,Electronics,Vendor_A,DHL,Delayed,5
1409,2024-06-25,2024-06-29,East,Toys,Vendor_D,Delhivery,Delayed,1
1410,2024-06-07,2024-06-10,East,Electronics,Vendor_C,FedEx,Delivered,0
1411,2024-06-11,2024-06-21,South,Appliances,Vendor_D,Delhivery,Delayed,7
1412,2024-06-20,2024-06-23,East,Toys,Vendor_D,FedEx,Delivered,0
1413,2024-06-13,2024-06-18,Central,Clothing,Vendor_B,FedEx,Delayed,2
1414,2024-02-16,2024-02-19,East,Appliances,Vendor_D,Bluedart,Delivered,0
1415,2024-04-04,2024-04-14,Central,Clothing,Vendor_B,Bluedart,Delayed,7
1416,2024-02-25,2024-02-28,North,Toys,Vendor_A,Bluedart,Delivered,0
1417,2024-03-13,2024-03-18,South,Furniture,Vendor_D,FedEx,Delayed,2
1418,2024-06-05,2024-06-18,West,Electronics,Vendor_C,Bluedart,Delayed,10
1419,2024-05-25,2024-05-28,East,Toys,Vendor_D,Delhivery,Delivered,0
1420,2024-02-08,2024-02-13,North,Furniture,Vendor_A,FedEx,Delayed,2
1421,2024-01-11,2024-01-15,North,Appliances,Vendor_C,Bluedart,Delayed,1
1422,2024-03-13,2024-03-16,East,Electronics,Vendor_B,Delhivery,Delivered,0
1423,2024-04-11,2024-04-17,South,Appliances,Vendor_B,FedEx,Delayed,3
1424,2024-04-01,2024-04-14,West,Furniture,Vendor_B,DHL,Delayed,10
1425,2024-02-16,2024-02-26,South,Appliances,Vendor_C,Bluedart,Delayed,7
1426,2024-06-22,2024-06-25,Central,Furniture,Vendor_C,FedEx,Delivered,0
1427,2024-03-28,2024-04-07,South,Toys,Vendor_C,Delhivery,Delayed,7
1428,2024-01-26,2024-02-01,South,Clothing,Vendor_B,FedEx,Delayed,3
1429,2024-02-28,2024-03-09,West,Furniture,Vendor_B,FedEx,Delayed,7
1430,2024-05-13,2024-05-19,West,Toys,Vendor_C,Delhivery,Delayed,3
1431,2024-04-03,2024-04-16,East,Furniture,Vendor_B,Delhivery,Delayed,10
1432,2024-01-05,2024-01-11,Central,Electronics,Vendor_C,Delhivery,Delayed,3
1433,2024-06-06,2024-06-09,West,Toys,Vendor_C,Bluedart,Delivered,0
1434,2024-02-07,2024-02-11,North,Furniture,Vendor_A,Bluedart,Delayed,1
1435,2024-04-14,2024-04-17,North,Electronics,Vendor_C,Delhivery,Delivered,0
1436,2024-02-02,2024-02-05,Central,Furniture,Vendor_D,Bluedart,Delivered,0
1437,2024-06-24,2024-07-02,South,Electronics,Vendor_A,Bluedart,Delayed,5
1438,2024-04-16,2024-04-21,Central,Clothing,Vendor_D,FedEx,Delayed,2
1439,2024-04-28,2024-05-06,East,Toys,Vendor_C,FedEx,Delayed,5
1440,2024-01-04,2024-01-07,North,Toys,Vendor_B,FedEx,Delivered,0
1441,2024-05-19,2024-05-29,East,Electronics,Vendor_B,Delhivery,Delayed,7
1442,2024-04-21,2024-04-29,East,Appliances,Vendor_B,FedEx,Delayed,5
1443,2024-03-03,2024-03-16,South,Toys,Vendor_A,Delhivery,Delayed,10
1444,2024-05-27,2024-06-09,Central,Toys,Vendor_A,FedEx,Delayed,10
1445,2024-02-22,2024-02-25,South,Appliances,Vendor_B,FedEx,Delivered,0
1446,2024-05-15,2024-05-21,North,Electronics,Vendor_B,Bluedart,Delayed,3
1447,2024-06-06,2024-06-09,Central,Furniture,Vendor_A,FedEx,Delivered,0
1448,2024-01-17,2024-01-22,East,Appliances,Vendor_B,Delhivery,Delayed,2
1449,2024-06-01,2024-06-05,East,Electronics,Vendor_C,Delhivery,Delayed,1
1450,2024-02-19,2024-02-29,East,Appliances,Vendor_C,Bluedart,Delayed,7
1451,2024-06-04,2024-06-07,South,Electronics,Vendor_B,Bluedart,Delivered,0
1452,2024-03-28,2024-04-01,South,Appliances,Vendor_B,DHL,Delayed,1
1453,2024-03-05,2024-03-13,North,Appliances,Vendor_C,DHL,Delayed,5
1454,2024-04-21,2024-04-24,West,Toys,Vendor_A,DHL,Delivered,0
1455,2024-06-14,2024-06-17,Central,Clothing,Vendor_A,DHL,Delivered,0
1456,2024-06-23,2024-06-27,East,Appliances,Vendor_B,Delhivery,Delayed,1
1457,2024-02-11,2024-02-19,West,Electronics,Vendor_B,FedEx,Delayed,5
1458,2024-03-04,2024-03-17,North,Appliances,Vendor_D,FedEx,Delayed,10
1459,2024-03-21,2024-03-24,East,Furniture,Vendor_C,Bluedart,Delivered,0
1460,2024-02-09,2024-02-12,North,Toys,Vendor_B,Delhivery,Delivered,0
1461,2024-01-26,2024-01-29,South,Appliances,Vendor_C,Delhivery,Delivered,0
1462,2024-01-17,2024-01-23,Central,Furniture,Vendor_C,FedEx,Delayed,3
1463,2024-01-06,2024-01-12,West,Clothing,Vendor_C,Delhivery,Delayed,3
1464,2024-04-19,2024-04-22,East,Electronics,Vendor_B,Bluedart,Delivered,0
1465,2024-02-13,2024-02-18,North,Furniture,Vendor_B,Delhivery,Delayed,2
1466,2024-06-15,2024-06-18,West,Furniture,Vendor_D,DHL,Delivered,0
1467,2024-03-14,2024-03-27,South,Furniture,Vendor_A,DHL,Delayed,10
1468,2024-04-25,2024-05-01,North,Electronics,Vendor_A,Bluedart,Delayed,3
1469,2024-01-06,2024-01-09,North,Furniture,Vendor_D,FedEx,Delivered,0
1470,2024-04-22,2024-05-05,South,Toys,Vendor_D,FedEx,Delayed,10
1471,2024-04-01,2024-04-05,North,Toys,Vendor_C,Bluedart,Delayed,1
1472,2024-06-22,2024-07-05,Central,Electronics,Vendor_D,Bluedart,Delayed,10
1473,2024-06-25,2024-07-08,South,Clothing,Vendor_A,DHL,Delayed,10
1474,2024-02-17,2024-02-23,North,Toys,Vendor_D,Delhivery,Delayed,3
1475,2024-02-12,2024-02-15,East,Clothing,Vendor_A,DHL,Delivered,0
1476,2024-03-16,2024-03-21,East,Clothing,Vendor_A,Delhivery,Delayed,2
1477,2024-02-10,2024-02-23,North,Toys,Vendor_D,FedEx,Delayed,10
1478,2024-03-01,2024-03-11,East,Furniture,Vendor_C,FedEx,Delayed,7
1479,2024-01-12,2024-01-15,West,Furniture,Vendor_A,FedEx,Delivered,0
1480,2024-04-16,2024-04-20,North,Appliances,Vendor_B,Delhivery,Delayed,1
1481,2024-01-16,2024-01-19,South,Furniture,Vendor_B,Delhivery,Delivered,0
1482,2024-04-12,2024-04-17,East,Toys,Vendor_B,DHL,Delayed,2
1483,2024-01-15,2024-01-25,South,Clothing,Vendor_C,Delhivery,Delayed,7
1484,2024-01-12,2024-01-16,North,Clothing,Vendor_C,FedEx,Delayed,1
1485,2024-02-13,2024-02-21,East,Electronics,Vendor_B,Bluedart,Delayed,5
1486,2024-04-22,2024-04-27,North,Toys,Vendor_D,Delhivery,Delayed,2
1487,2024-06-23,2024-06-26,East,Toys,Vendor_D,Bluedart,Delivered,0
1488,2024-01-04,2024-01-07,South,Clothing,Vendor_C,FedEx,Delivered,0
1489,2024-06-08,2024-06-11,East,Toys,Vendor_A,Delhivery,Delivered,0
1490,2024-04-10,2024-04-15,West,Electronics,Vendor_D,Bluedart,Delayed,2
1491,2024-05-05,2024-05-18,South,Clothing,Vendor_C,FedEx,Delayed,10
1492,2024-03-23,2024-03-27,West,Clothing,Vendor_D,FedEx,Delayed,1
1493,2024-06-24,2024-07-07,Central,Clothing,Vendor_B,Bluedart,Delayed,10
1494,2024-02-04,2024-02-07,West,Electronics,Vendor_C,Bluedart,Delivered,0
1495,2024-02-14,2024-02-17,Central,Clothing,Vendor_A,FedEx,Delivered,0
1496,2024-04-14,2024-04-27,East,Clothing,Vendor_B,DHL,Delayed,10
1497,2024-04-16,2024-04-19,Central,Toys,Vendor_A,DHL,Delivered,0
1498,2024-01-09,2024-01-15,East,Furniture,Vendor_D,Bluedart,Delayed,3
1499,2024-03-02,2024-03-05,North,Electronics,Vendor_A,DHL,Delivered,0
1500,2024-02-10,2024-02-20,East,Appliances,Vendor_A,Delhivery,Delayed,7
1501,2024-02-09,2024-02-19,East,Furniture,Vendor_C,FedEx,Delayed,7
1502,2024-01-22,2024-01-25,Central,Clothing,Vendor_C,DHL,Delivered,0
1503,2024-06-26,2024-07-02,Central,Appliances,Vendor_C,Bluedart,Delayed,3
1504,2024-06-09,2024-06-13,Central,Toys,Vendor_A,FedEx,Delayed,1
1505,2024-02-21,2024-02-24,North,Appliances,Vendor_B,Bluedart,Delivered,0
1506,2024-06-15,2024-06-18,North,Appliances,Vendor_C,DHL,Delivered,0
1507,2024-06-16,2024-06-20,Central,Clothing,Vendor_A,Bluedart,Delayed,1
1508,2024-02-14,2024-02-27,East,Appliances,Vendor_C,DHL,Delayed,10
1509,2024-04-21,2024-04-24,West,Electronics,Vendor_D,Delhivery,Delivered,0
1510,2024-05-17,2024-05-20,South,Appliances,Vendor_C,Bluedart,Delivered,0
1511,2024-03-02,2024-03-05,South,Toys,Vendor_D,FedEx,Delivered,0
1512,2024-02-15,2024-02-28,West,Appliances,Vendor_D,Delhivery,Delayed,10
1513,2024-05-09,2024-05-13,South,Electronics,Vendor_B,Bluedart,Delayed,1
1514,2024-05-23,2024-05-26,Central,Toys,Vendor_C,DHL,Delivered,0
1515,2024-02-10,2024-02-15,Central,Electronics,Vendor_B,Bluedart,Delayed,2
1516,2024-01-18,2024-01-22,East,Electronics,Vendor_B,DHL,Delayed,1
1517,2024-02-09,2024-02-12,South,Clothing,Vendor_A,FedEx,Delivered,0
1518,2024-06-12,2024-06-18,East,Electronics,Vendor_C,Bluedart,Delayed,3
1519,2024-04-20,2024-04-25,East,Electronics,Vendor_A,DHL,Delayed,2
1520,2024-02-24,2024-02-29,South,Furniture,Vendor_A,FedEx,Delayed,2
1521,2024-06-24,2024-07-02,East,Appliances,Vendor_B,Delhivery,Delayed,5
1522,2024-02-11,2024-02-16,South,Appliances,Vendor_D,Bluedart,Delayed,2
1523,2024-04-08,2024-04-16,East,Clothing,Vendor_D,FedEx,Delayed,5
1524,2024-04-06,2024-04-16,South,Clothing,Vendor_B,Delhivery,Delayed,7
1525,2024-06-06,2024-06-11,North,Furniture,Vendor_B,Bluedart,Delayed,2
1526,2024-04-22,2024-04-26,North,Clothing,Vendor_A,Delhivery,Delayed,1
1527,2024-02-15,2024-02-23,North,Appliances,Vendor_B,FedEx,Delayed,5
1528,2024-05-04,2024-05-12,West,Electronics,Vendor_A,FedEx,Delayed,5
1529,2024-06-02,2024-06-05,South,Electronics,Vendor_C,Bluedart,Delivered,0
1530,2024-06-20,2024-06-23,North,Electronics,Vendor_C,FedEx,Delivered,0
1531,2024-02-05,2024-02-15,Central,Toys,Vendor_B,DHL,Delayed,7
1532,2024-03-16,2024-03-19,South,Electronics,Vendor_C,FedEx,Delivered,0
1533,2024-01-27,2024-01-30,North,Appliances,Vendor_C,FedEx,Delivered,0
1534,2024-05-27,2024-06-04,South,Electronics,Vendor_B,FedEx,Delayed,5
1535,2024-02-14,2024-02-22,South,Furniture,Vendor_C,Bluedart,Delayed,5
1536,2024-06-13,2024-06-16,West,Clothing,Vendor_A,Bluedart,Delivered,0
1537,2024-01-10,2024-01-16,North,Appliances,Vendor_C,FedEx,Delayed,3
1538,2024-03-03,2024-03-06,Central,Clothing,Vendor_B,Delhivery,Delivered,0
1539,2024-05-11,2024-05-14,West,Clothing,Vendor_C,DHL,Delivered,0
1540,2024-03-04,2024-03-09,West,Furniture,Vendor_C,FedEx,Delayed,2
1541,2024-01-28,2024-01-31,South,Furniture,Vendor_B,Delhivery,Delivered,0
1542,2024-04-24,2024-05-04,North,Electronics,Vendor_D,DHL,Delayed,7
1543,2024-02-03,2024-02-09,South,Clothing,Vendor_D,DHL,Delayed,3
1544,2024-03-16,2024-03-24,West,Toys,Vendor_C,Bluedart,Delayed,5
1545,2024-06-08,2024-06-16,West,Appliances,Vendor_D,Delhivery,Delayed,5
1546,2024-05-18,2024-05-22,West,Electronics,Vendor_D,Bluedart,Delayed,1
1547,2024-06-03,2024-06-07,East,Electronics,Vendor_B,FedEx,Delayed,1
1548,2024-03-18,2024-03-28,South,Electronics,Vendor_A,DHL,Delayed,7
1549,2024-03-28,2024-03-31,East,Toys,Vendor_B,Delhivery,Delivered,0
1550,2024-02-07,2024-02-11,North,Clothing,Vendor_A,Bluedart,Delayed,1
1551,2024-04-24,2024-04-27,West,Furniture,Vendor_A,FedEx,Delivered,0
1552,2024-06-19,2024-06-22,West,Appliances,Vendor_B,FedEx,Delivered,0
1553,2024-02-12,2024-02-15,North,Clothing,Vendor_A,FedEx,Delivered,0
1554,2024-05-27,2024-06-04,South,Clothing,Vendor_D,Bluedart,Delayed,5
1555,2024-06-17,2024-06-22,West,Toys,Vendor_C,Delhivery,Delayed,2
1556,2024-06-23,2024-06-26,East,Electronics,Vendor_B,FedEx,Delivered,0
1557,2024-06-02,2024-06-05,Central,Clothing,Vendor_A,Delhivery,Delivered,0
1558,2024-04-22,2024-05-02,Central,Furniture,Vendor_C,Bluedart,Delayed,7
1559,2024-04-06,2024-04-11,North,Appliances,Vendor_D,Bluedart,Delayed,2
1560,2024-06-07,2024-06-15,Central,Electronics,Vendor_B,Delhivery,Delayed,5
1561,2024-02-27,2024-03-11,Central,Electronics,Vendor_D,Delhivery,Delayed,10
1562,2024-03-21,2024-03-29,West,Clothing,Vendor_A,DHL,Delayed,5
1563,2024-06-14,2024-06-18,East,Electronics,Vendor_A,FedEx,Delayed,1
1564,2024-03-20,2024-03-26,North,Clothing,Vendor_C,Bluedart,Delayed,3
1565,2024-05-04,2024-05-07,South,Appliances,Vendor_A,DHL,Delivered,0
1566,2024-02-18,2024-02-22,North,Clothing,Vendor_C,FedEx,Delayed,1
1567,2024-05-19,2024-05-22,Central,Toys,Vendor_A,FedEx,Delivered,0
1568,2024-03-03,2024-03-08,North,Furniture,Vendor_C,Delhivery,Delayed,2
1569,2024-05-07,2024-05-13,West,Furniture,Vendor_B,FedEx,Delayed,3
1570,2024-03-14,2024-03-27,North,Appliances,Vendor_B,FedEx,Delayed,10
1571,2024-05-26,2024-06-03,West,Appliances,Vendor_A,DHL,Delayed,5
1572,2024-02-05,2024-02-15,North,Electronics,Vendor_B,Bluedart,Delayed,7
1573,2024-06-21,2024-06-24,South,Appliances,Vendor_C,Delhivery,Delivered,0
1574,2024-02-11,2024-02-16,East,Appliances,Vendor_D,FedEx,Delayed,2
1575,2024-06-25,2024-07-03,South,Clothing,Vendor_A,Bluedart,Delayed,5
1576,2024-05-21,2024-05-31,North,Electronics,Vendor_B,DHL,Delayed,7
1577,2024-05-28,2024-05-31,West,Electronics,Vendor_D,DHL,Delivered,0
1578,2024-02-10,2024-02-13,North,Furniture,Vendor_C,DHL,Delivered,0
1579,2024-01-03,2024-01-06,West,Furniture,Vendor_D,DHL,Delivered,0
1580,2024-04-21,2024-04-24,North,Appliances,Vendor_D,FedEx,Delivered,0
1581,2024-03-28,2024-04-02,West,Toys,Vendor_B,Delhivery,Delayed,2
1582,2024-03-17,2024-03-23,East,Electronics,Vendor_D,Delhivery,Delayed,3
1583,2024-03-22,2024-03-25,Central,Electronics,Vendor_B,FedEx,Delivered,0
1584,2024-02-28,2024-03-02,East,Toys,Vendor_B,Delhivery,Delivered,0
1585,2024-01-08,2024-01-16,West,Electronics,Vendor_C,Delhivery,Delayed,5
1586,2024-04-21,2024-05-04,West,Electronics,Vendor_A,Bluedart,Delayed,10
1587,2024-06-04,2024-06-12,West,Clothing,Vendor_D,DHL,Delayed,5
1588,2024-01-11,2024-01-17,Central,Toys,Vendor_B,Delhivery,Delayed,3
1589,2024-01-09,2024-01-19,North,Appliances,Vendor_B,Delhivery,Delayed,7
1590,2024-02-21,2024-02-25,East,Appliances,Vendor_A,Delhivery,Delayed,1
1591,2024-01-26,2024-02-01,West,Toys,Vendor_B,FedEx,Delayed,3
1592,2024-02-28,2024-03-02,West,Furniture,Vendor_C,Bluedart,Delivered,0
1593,2024-01-05,2024-01-08,East,Toys,Vendor_A,DHL,Delivered,0
1594,2024-06-15,2024-06-23,Central,Clothing,Vendor_C,Bluedart,Delayed,5
1595,2024-01-03,2024-01-11,East,Furniture,Vendor_B,Bluedart,Delayed,5
1596,2024-03-14,2024-03-24,West,Appliances,Vendor_B,Delhivery,Delayed,7
1597,2024-03-23,2024-03-31,North,Appliances,Vendor_B,FedEx,Delayed,5
1598,2024-06-22,2024-06-25,East,Furniture,Vendor_A,Bluedart,Delivered,0
1599,2024-04-05,2024-04-15,East,Electronics,Vendor_D,DHL,Delayed,7
1600,2024-05-24,2024-05-27,West,Clothing,Vendor_D,FedEx,Delivered,0
1601,2024-01-07,2024-01-11,West,Appliances,Vendor_B,Delhivery,Delayed,1
1602,2024-02-12,2024-02-16,South,Appliances,Vendor_A,DHL,Delayed,1
1603,2024-03-01,2024-03-06,East,Appliances,Vendor_A,Delhivery,Delayed,2
1604,2024-06-15,2024-06-23,West,Furniture,Vendor_C,Delhivery,Delayed,5
1605,2024-05-25,2024-05-31,North,Clothing,Vendor_D,Delhivery,Delayed,3
1606,2024-03-06,2024-03-19,Central,Clothing,Vendor_D,Delhivery,Delayed,10
1607,2024-03-28,2024-04-05,East,Appliances,Vendor_A,FedEx,Delayed,5
1608,2024-01-03,2024-01-06,Central,Toys,Vendor_A,Delhivery,Delivered,0
1609,2024-06-25,2024-07-08,North,Toys,Vendor_A,DHL,Delayed,10
1610,2024-04-07,2024-04-11,West,Appliances,Vendor_D,FedEx,Delayed,1
1611,2024-02-28,2024-03-09,North,Furniture,Vendor_D,Delhivery,Delayed,7
1612,2024-06-23,2024-07-01,North,Furniture,Vendor_B,DHL,Delayed,5
1613,2024-03-22,2024-03-27,East,Toys,Vendor_B,FedEx,Delayed,2
1614,2024-04-02,2024-04-05,North,Clothing,Vendor_C,DHL,Delivered,0
1615,2024-03-06,2024-03-14,South,Appliances,Vendor_D,Bluedart,Delayed,5
1616,2024-05-21,2024-05-29,North,Appliances,Vendor_D,Bluedart,Delayed,5
1617,2024-06-13,2024-06-16,West,Furniture,Vendor_B,Delhivery,Delivered,0
1618,2024-02-04,2024-02-07,Central,Electronics,Vendor_D,DHL,Delivered,0
1619,2024-05-06,2024-05-12,South,Electronics,Vendor_A,FedEx,Delayed,3
1620,2024-04-01,2024-04-04,North,Appliances,Vendor_A,Delhivery,Delivered,0
1621,2024-01-24,2024-01-27,West,Furniture,Vendor_B,Bluedart,Delivered,0
1622,2024-06-08,2024-06-13,South,Appliances,Vendor_B,Delhivery,Delayed,2
1623,2024-03-22,2024-03-25,East,Electronics,Vendor_B,FedEx,Delivered,0
1624,2024-06-19,2024-06-22,North,Toys,Vendor_A,FedEx,Delivered,0
1625,2024-02-10,2024-02-15,South,Electronics,Vendor_A,Delhivery,Delayed,2
1626,2024-03-27,2024-03-31,West,Electronics,Vendor_D,FedEx,Delayed,1
1627,2024-04-03,2024-04-13,North,Clothing,Vendor_D,Delhivery,Delayed,7
1628,2024-03-21,2024-03-31,South,Clothing,Vendor_C,FedEx,Delayed,7
1629,2024-02-22,2024-02-25,North,Furniture,Vendor_C,Delhivery,Delivered,0
1630,2024-05-20,2024-06-02,North,Clothing,Vendor_C,FedEx,Delayed,10
1631,2024-02-20,2024-02-23,Central,Electronics,Vendor_B,Bluedart,Delivered,0
1632,2024-03-04,2024-03-08,North,Furniture,Vendor_B,Bluedart,Delayed,1
1633,2024-01-24,2024-01-27,East,Furniture,Vendor_D,Bluedart,Delivered,0
1634,2024-01-12,2024-01-25,East,Toys,Vendor_D,Delhivery,Delayed,10
1635,2024-05-13,2024-05-17,East,Clothing,Vendor_B,DHL,Delayed,1
1636,2024-04-04,2024-04-09,South,Clothing,Vendor_D,Delhivery,Delayed,2
1637,2024-04-14,2024-04-19,East,Appliances,Vendor_A,Delhivery,Delayed,2
1638,2024-04-07,2024-04-13,East,Electronics,Vendor_D,Bluedart,Delayed,3
1639,2024-01-17,2024-01-22,Central,Toys,Vendor_C,DHL,Delayed,2
1640,2024-04-01,2024-04-04,South,Furniture,Vendor_D,Bluedart,Delivered,0
1641,2024-03-08,2024-03-11,South,Furniture,Vendor_C,Bluedart,Delivered,0
1642,2024-03-04,2024-03-07,East,Electronics,Vendor_C,Bluedart,Delivered,0
1643,2024-04-19,2024-04-25,South,Appliances,Vendor_A,Delhivery,Delayed,3
1644,2024-03-20,2024-03-24,Central,Clothing,Vendor_A,DHL,Delayed,1
1645,2024-06-20,2024-06-23,Central,Toys,Vendor_D,DHL,Delivered,0
1646,2024-03-07,2024-03-11,North,Toys,Vendor_D,FedEx,Delayed,1
1647,2024-03-14,2024-03-17,North,Toys,Vendor_B,DHL,Delivered,0
1648,2024-05-13,2024-05-17,Central,Electronics,Vendor_C,FedEx,Delayed,1
1649,2024-06-26,2024-06-29,West,Furniture,Vendor_B,Delhivery,Delivered,0
1650,2024-01-18,2024-01-31,North,Furniture,Vendor_A,FedEx,Delayed,10
1651,2024-04-04,2024-04-12,East,Furniture,Vendor_C,DHL,Delayed,5
1652,2024-04-03,2024-04-16,East,Toys,Vendor_A,Delhivery,Delayed,10
1653,2024-03-23,2024-04-02,West,Electronics,Vendor_C,FedEx,Delayed,7
1654,2024-01-08,2024-01-11,North,Clothing,Vendor_A,DHL,Delivered,0
1655,2024-06-24,2024-07-02,South,Clothing,Vendor_A,Bluedart,Delayed,5
1656,2024-06-26,2024-07-02,Central,Electronics,Vendor_A,DHL,Delayed,3
1657,2024-01-04,2024-01-07,East,Electronics,Vendor_C,DHL,Delivered,0
1658,2024-06-20,2024-06-28,East,Clothing,Vendor_B,Delhivery,Delayed,5
1659,2024-01-05,2024-01-11,South,Appliances,Vendor_D,Delhivery,Delayed,3
1660,2024-06-04,2024-06-17,Central,Clothing,Vendor_D,Delhivery,Delayed,10
1661,2024-03-11,2024-03-21,South,Electronics,Vendor_C,DHL,Delayed,7
1662,2024-06-03,2024-06-09,Central,Clothing,Vendor_B,FedEx,Delayed,3
1663,2024-01-16,2024-01-19,South,Electronics,Vendor_B,Delhivery,Delivered,0
1664,2024-04-07,2024-04-17,North,Furniture,Vendor_B,DHL,Delayed,7
1665,2024-03-23,2024-04-02,South,Appliances,Vendor_A,Bluedart,Delayed,7
1666,2024-02-12,2024-02-20,West,Appliances,Vendor_B,Delhivery,Delayed,5
1667,2024-02-03,2024-02-08,West,Clothing,Vendor_C,FedEx,Delayed,2
1668,2024-02-15,2024-02-18,North,Clothing,Vendor_A,Delhivery,Delivered,0
